,seqnames,start,Composite Element REF,End,Feature name,end,width,strand,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,ensembl_gene_id,gene_name,class
496,8,53251521,cg25990647,53251522,f149323,53251521,1,*,53225724,53251637,25914,-,0,inside,0,ENSG00000082556,OPRK1,4
497,17,82667142,cg09029293,82667143,f57058,82667142,1,*,82654973,82698698,43726,-,0,inside,0,ENSG00000141542,RAB40B,4
498,19,18156078,cg24503449,18156079,f141590,18156078,1,*,18153158,18178117,24960,+,0,inside,0,ENSG00000268173,,4
499,19,18156078,cg24503449,18156079,f141590,18156078,1,*,18153163,18170532,17370,+,0,inside,0,ENSG00000105647,PIK3R2,4
500,9,136236805,cg06712089,136236806,f42857,136236805,1,*,136206333,136245812,39480,-,0,inside,0,ENSG00000165661,QSOX2,4
501,17,28723337,cg11938646,28723338,f73451,28723337,1,*,28719985,28724359,4375,+,0,inside,0,ENSG00000198242,RPL23A,4
502,17,28723337,cg11938646,28723338,f73451,28723337,1,*,28721487,28722877,1391,-,459,upstream,459,ENSG00000264577,,4
503,17,28723337,cg11938646,28723338,f73451,28723337,1,*,28723429,28723492,64,+,91,upstream,91,ENSG00000238649,SNORD42A,4
504,17,28723337,cg11938646,28723338,f73451,28723337,1,*,28723682,28723753,72,+,344,upstream,344,ENSG00000238597,SNORD4B,4
505,17,41624803,cg01809214,41624804,f12017,41624803,1,*,41619442,41624842,5401,-,0,inside,0,ENSG00000128422,KRT17,4
506,16,66934365,cg01048244,66934366,f7102,66934365,1,*,66932065,66934423,2359,-,0,inside,0,ENSG00000166595,CIAO2B,4
507,16,66934365,cg01048244,66934366,f7102,66934365,1,*,66934444,66945096,10653,+,78,upstream,78,ENSG00000172831,CES2,4
508,1,41727682,cg24254842,41727683,f140277,41727682,1,*,41506365,42035925,529561,-,0,inside,0,ENSG00000127124,HIVEP3,4
509,10,89535653,cg02079377,89535654,f13822,89535653,1,*,89430299,89556641,126343,-,0,inside,0,ENSG00000152779,SLC16A12,4
510,11,63986126,cg19233923,63986127,f114307,63986126,1,*,63974620,63988346,13727,+,0,inside,0,ENSG00000256100,,4
511,11,63986126,cg19233923,63986127,f114307,63986126,1,*,63985853,64001811,15959,+,0,inside,0,ENSG00000167770,OTUB1,4
512,9,137371123,cg00561803,137371124,f3850,137371123,1,*,137306896,137423211,116316,-,0,inside,0,ENSG00000187609,EXD3,4
513,2,172465667,cg02670123,172465668,f17637,172465667,1,*,172464262,172466022,1761,-,0,inside,0,ENSG00000232788,ITGA6-AS1,4
514,2,172465667,cg02670123,172465668,f17637,172465667,1,*,172427354,172506459,79106,+,0,inside,0,ENSG00000091409,ITGA6,4
515,15,60397471,cg09533293,60397472,f59961,60397471,1,*,60347134,60402883,55750,-,0,inside,0,ENSG00000182718,ANXA2,4
516,9,18437919,cg00731232,18437920,f4954,18437919,1,*,17906563,18910950,1004388,+,0,inside,0,ENSG00000178031,ADAMTSL1,4
517,16,11586756,cg08592157,11586757,f54533,11586756,1,*,11547722,11636381,88660,-,0,inside,0,ENSG00000189067,LITAF,4
518,1,200147608,cg00026457,200147609,f194,200147608,1,*,200027614,200177420,149807,+,0,inside,0,ENSG00000116833,NR5A2,4
519,1,200147608,cg00026457,200147609,f194,200147608,1,*,200147531,200148279,749,-,0,inside,0,ENSG00000229220,,4
520,19,18173310,cg26152923,18173311,f150201,18173310,1,*,18153158,18178117,24960,+,0,inside,0,ENSG00000268173,,4
521,19,18173310,cg26152923,18173311,f150201,18173310,1,*,18173162,18178117,4956,+,0,inside,0,ENSG00000216490,IFI30,4
522,1,6360673,cg00821310,6360674,f5546,6360673,1,*,6264269,6393767,129499,-,0,inside,0,ENSG00000097021,ACOT7,4
523,2,38077578,cg12802310,38077579,f78123,38077578,1,*,38066973,38109902,42930,-,0,inside,0,ENSG00000138061,CYP1B1,4
524,2,38077578,cg12802310,38077579,f78123,38077578,1,*,38073447,38231651,158205,+,0,inside,0,ENSG00000232973,CYP1B1-AS1,4
525,9,32548606,cg14625753,32548607,f89435,32548606,1,*,32455323,32552603,97281,-,0,inside,0,ENSG00000288684,,4
526,9,32548606,cg14625753,32548607,f89435,32548606,1,*,32540544,32552586,12043,-,0,inside,0,ENSG00000197579,TOPORS,4
527,12,125140495,cg21269045,125140496,f125002,125140495,1,*,125065434,125143333,77900,+,0,inside,0,ENSG00000081760,AACS,4
528,12,125140495,cg21269045,125140496,f125002,125140495,1,*,125138245,125141711,3467,+,0,inside,0,ENSG00000279233,,4
529,1,171841770,cg05377226,171841771,f34959,171841770,1,*,171841498,172418466,576969,+,0,inside,0,ENSG00000197959,DNM3,4
530,11,66267425,cg25618573,66267426,f147481,66267425,1,*,66268590,66277492,8903,+,1164,upstream,1164,ENSG00000174903,RAB1B,4
531,11,66267425,cg25618573,66267426,f147481,66267425,1,*,66257294,66267860,10567,+,0,inside,0,ENSG00000174996,KLC2,4
532,1,160366696,cg08247612,160366697,f52446,160366696,1,*,160367071,160372846,5776,+,374,upstream,374,ENSG00000171786,NHLH1,4
533,17,7926721,cg22305346,7926722,f129938,7926721,1,*,7925931,7930622,4692,-,0,inside,0,ENSG00000262730,,4
534,17,7926721,cg22305346,7926722,f129938,7926721,1,*,7921859,7929856,7998,-,0,inside,0,ENSG00000170049,KCNAB3,4
535,5,159178906,cg11714341,159178907,f72088,159178906,1,*,159157409,159210053,52645,-,0,inside,0,ENSG00000145860,RNF145,4
536,10,132547473,cg07402396,132547474,f47314,132547473,1,*,132537787,132783480,245694,+,0,inside,0,ENSG00000068383,INPP5A,4
537,11,124746312,cg05425213,124746313,f35273,124746312,1,*,124739942,124747210,7269,+,0,inside,0,ENSG00000154146,NRGN,4
538,11,124746312,cg05425213,124746313,f35273,124746312,1,*,124744634,124746337,1704,-,0,inside,0,ENSG00000255045,,4
539,15,59408161,cg05061769,59408162,f32972,59408161,1,*,59406963,59408154,1192,-,6,upstream,6,ENSG00000259674,,4
540,15,59408161,cg05061769,59408162,f32972,59408161,1,*,59372693,59523555,150863,+,0,inside,0,ENSG00000157470,FAM81A,4
541,15,59408161,cg05061769,59408162,f32972,59408161,1,*,59408905,59409015,111,+,743,upstream,743,ENSG00000200252,Y_RNA,4
542,2,262754,cg12147994,262755,f74653,262754,1,*,264140,278283,14144,+,1385,upstream,1385,ENSG00000143727,ACP1,4
543,2,262754,cg12147994,262755,f74653,262754,1,*,217730,266398,48669,-,0,inside,0,ENSG00000035115,SH3YL1,4
544,8,74824488,cg24349665,74824489,f140747,74824488,1,*,74798784,74866939,68156,-,0,inside,0,ENSG00000253706,,4
545,8,74824488,cg24349665,74824489,f140747,74824488,1,*,74824534,74855029,30496,+,45,upstream,45,ENSG00000137558,PI15,4
546,4,143516882,cg08619385,143516883,f54692,143516882,1,*,143513702,143557486,43785,+,0,inside,0,ENSG00000153147,SMARCA5,4
547,17,75405636,cg24158363,75405637,f139800,75405636,1,*,75318076,75405709,87634,-,0,inside,0,ENSG00000177885,GRB2,4
548,17,75405636,cg24158363,75405637,f139800,75405636,1,*,75406069,75406162,94,+,432,upstream,432,ENSG00000264511,MIR3678,4
549,8,143975304,cg01242619,143975305,f8360,143975304,1,*,143915153,143976734,61582,-,0,inside,0,ENSG00000178209,PLEC,4
550,3,149377956,cg16810293,149377957,f101588,149377956,1,*,149369022,149377692,8671,-,263,upstream,263,ENSG00000169908,TM4SF1,4
551,3,149377956,cg16810293,149377957,f101588,149377956,1,*,149377778,149386583,8806,+,0,inside,0,ENSG00000240541,TM4SF1-AS1,4
552,15,69161023,cg13343238,69161024,f80831,69161023,1,*,69160584,69272217,111634,+,0,inside,0,ENSG00000138604,GLCE,4
553,17,6996045,cg03407747,6996046,f22518,6996045,1,*,6875232,7012530,137299,-,0,inside,0,ENSG00000215067,ALOX12-AS1,4
554,17,6996045,cg03407747,6996046,f22518,6996045,1,*,6985494,7019414,33921,-,0,inside,0,ENSG00000267047,,4
555,17,6996045,cg03407747,6996046,f22518,6996045,1,*,6994642,6995189,548,-,855,upstream,855,ENSG00000262089,,4
556,17,6996045,cg03407747,6996046,f22518,6996045,1,*,6996049,7010754,14706,+,3,upstream,3,ENSG00000108839,ALOX12,4
557,11,59845647,cg16550010,59845648,f100002,59845647,1,*,59829273,59845499,16227,-,147,upstream,147,ENSG00000134812,CBLIF,4
558,2,201698864,cg20169521,201698865,f119434,201698864,1,*,201644870,201698694,53825,-,169,upstream,169,ENSG00000082126,MPP4,4
559,19,2016403,cg20952434,2016404,f123332,2016403,1,*,1985438,2034881,49444,-,0,inside,0,ENSG00000133243,BTBD2,4
560,8,41725980,cg19537719,41725981,f115905,41725980,1,*,41653220,41896762,243543,-,0,inside,0,ENSG00000029534,ANK1,4
561,7,769441,cg09386050,769442,f59079,769441,1,*,726699,786475,59777,+,0,inside,0,ENSG00000164818,DNAAF5,4
562,2,46320554,cg06093355,46320555,f39218,46320554,1,*,46293667,46386697,93031,+,0,inside,0,ENSG00000116016,EPAS1,4
563,1,91021602,cg22485372,91021603,f130838,91021602,1,*,90915298,91022272,106975,-,0,inside,0,ENSG00000122482,ZNF644,4
564,8,94156063,cg05323683,94156064,f34552,94156063,1,*,94127162,94217303,90142,-,0,inside,0,ENSG00000079112,CDH17,4
565,2,162243615,cg08826839,162243616,f55874,162243615,1,*,162170684,162245151,74468,-,0,inside,0,ENSG00000078098,FAP,4
566,11,46352091,cg18568067,46352092,f110959,46352091,1,*,46332905,46380554,47650,+,0,inside,0,ENSG00000149091,DGKZ,4
567,11,2701171,cg16556677,2701172,f100046,2701171,1,*,2608328,2699994,91667,-,1176,upstream,1176,ENSG00000269821,KCNQ1OT1,4
568,11,2701171,cg16556677,2701172,f100046,2701171,1,*,2444684,2849105,404422,+,0,inside,0,ENSG00000053918,KCNQ1,4
569,10,61452738,cg02461363,61452739,f16245,61452738,1,*,61406642,61453381,46740,-,0,inside,0,ENSG00000196932,TMEM26,4
570,10,61452738,cg02461363,61452739,f16245,61452738,1,*,61452639,61481956,29318,+,0,inside,0,ENSG00000237233,TMEM26-AS1,4
571,15,25054025,cg00475883,25054026,f3238,25054025,1,*,24978583,25420336,441754,+,0,inside,0,ENSG00000224078,SNHG14,4
572,15,25054025,cg00475883,25054026,f3238,25054025,1,*,25054210,25054304,95,+,184,upstream,184,ENSG00000207001,SNORD116-2,4
573,15,40662273,cg07106138,40662274,f45473,40662273,1,*,40594020,40664342,70323,+,0,inside,0,ENSG00000137812,KNL1,4
574,10,26438140,cg14022711,26438141,f85414,26438140,1,*,26438341,26567803,129463,+,200,upstream,200,ENSG00000077420,APBB1IP,4
575,19,12069074,cg10386914,12069075,f64830,12069074,1,*,11987641,12078106,90466,+,0,inside,0,ENSG00000286098,,4
576,19,12069074,cg10386914,12069075,f64830,12069074,1,*,12064731,12081565,16835,+,0,inside,0,ENSG00000223547,ZNF844,4
577,19,12069074,cg10386914,12069075,f64830,12069074,1,*,12070164,12070271,108,+,1089,upstream,1089,ENSG00000252546,RNA5SP466,4
578,19,19385295,cg09334331,19385296,f58810,19385295,1,*,19385826,19508932,123107,+,530,upstream,530,ENSG00000167491,GATAD2A,4
579,16,2968261,cg26229224,2968262,f150633,2968261,1,*,2964216,2968383,4168,+,0,inside,0,ENSG00000131650,KREMEN2,4
580,16,2968261,cg26229224,2968262,f150633,2968261,1,*,2968024,2980479,12456,-,0,inside,0,ENSG00000127564,PKMYT1,4
581,16,2968261,cg26229224,2968262,f150633,2968261,1,*,2969270,2973484,4215,+,1008,upstream,1008,ENSG00000162073,PAQR4,4
582,3,126953142,cg24673769,126953143,f142485,126953142,1,*,126704240,126960420,256181,+,0,inside,0,ENSG00000159685,CHCHD6,4
583,12,109996027,cg11843090,109996028,f72881,109996027,1,*,109929802,109996389,66588,-,0,inside,0,ENSG00000139436,GIT2,4
584,6,109294216,cg02774282,109294217,f18377,109294216,1,*,109165831,109355063,189233,+,0,inside,0,ENSG00000203799,CCDC162P,4
585,2,233461319,cg08051105,233461320,f51193,233461319,1,*,233354494,233472104,117611,+,0,inside,0,ENSG00000077044,DGKD,4
586,14,30875797,cg27041049,30875798,f155241,30875797,1,*,30874514,30895065,20552,+,0,inside,0,ENSG00000100473,COCH,4
587,16,49826991,cg06968354,49826992,f44589,49826991,1,*,49487524,49857919,370396,-,0,inside,0,ENSG00000102935,ZNF423,4
588,15,41894981,cg24203709,41894982,f140032,41894981,1,*,41892777,41899528,6752,+,0,inside,0,ENSG00000174171,,4
589,15,41894981,cg24203709,41894982,f140032,41894981,1,*,41848146,41894053,45908,-,927,upstream,927,ENSG00000137877,SPTBN5,4
590,20,10218011,cg22537474,10218012,f131126,10218011,1,*,10006381,10368776,362396,-,0,inside,0,ENSG00000227906,SNAP25-AS1,4
591,20,10218011,cg22537474,10218012,f131126,10218011,1,*,10218830,10307418,88589,+,818,upstream,818,ENSG00000132639,SNAP25,4
592,21,46324198,cg05977990,46324199,f38557,46324198,1,*,46324141,46445769,121629,+,0,inside,0,ENSG00000160299,PCNT,4
593,21,46324198,cg05977990,46324199,f38557,46324198,1,*,46300181,46323875,23695,-,322,upstream,322,ENSG00000160298,C21orf58,4
594,4,3122440,cg13877631,3122441,f84400,3122440,1,*,3041363,3243957,202595,+,0,inside,0,ENSG00000197386,HTT,4
595,5,52989730,cg04996689,52989731,f32550,52989730,1,*,52989340,53094779,105440,+,0,inside,0,ENSG00000164171,ITGA2,4
596,5,52989730,cg04996689,52989731,f32550,52989730,1,*,52930606,52990278,59673,-,0,inside,0,ENSG00000249899,,4
597,11,12889382,cg26770464,12889383,f153659,12889382,1,*,12674421,12944737,270317,+,0,inside,0,ENSG00000187079,TEAD1,4
598,1,229558857,cg07195660,229558858,f46051,229558857,1,*,229516582,229558707,42126,-,149,upstream,149,ENSG00000135776,ABCB10,4
599,3,128489713,cg10310237,128489714,f64384,128489713,1,*,128479427,128493201,13775,-,0,inside,0,ENSG00000179348,GATA2,4
600,3,128489713,cg10310237,128489714,f64384,128489713,1,*,128489212,128502970,13759,+,0,inside,0,ENSG00000244300,GATA2-AS1,4
601,16,89507154,cg07474682,89507155,f47697,89507154,1,*,89490719,89557766,67048,+,0,inside,0,ENSG00000197912,SPG7,4
602,9,34577974,cg08906194,34577975,f56390,34577974,1,*,34551432,34590140,38709,-,0,inside,0,ENSG00000122756,CNTFR,4
603,9,34577974,cg08906194,34577975,f56390,34577974,1,*,34568012,34583072,15061,+,0,inside,0,ENSG00000237159,CNTFR-AS1,4
604,2,158457364,cg13896783,158457365,f84528,158457364,1,*,158171073,158456753,285681,-,610,upstream,610,ENSG00000153237,CCDC148,4
605,2,158457364,cg13896783,158457365,f84528,158457364,1,*,158456952,158682879,225928,+,0,inside,0,ENSG00000144283,PKP4,4
606,1,9690003,cg23251761,9690004,f134930,9690003,1,*,9651731,9729114,77384,+,0,inside,0,ENSG00000171608,PIK3CD,4
607,13,114001746,cg06409741,114001747,f40992,114001746,1,*,113977783,114132623,154841,-,0,inside,0,ENSG00000185989,RASA3,4
608,6,127118061,cg00005040,127118062,f39,127118061,1,*,126304223,127213609,909387,-,0,inside,0,ENSG00000286215,,4
609,6,127118061,cg00005040,127118062,f39,127118061,1,*,127118671,127199481,80811,+,609,upstream,609,ENSG00000146374,RSPO3,4
610,1,208044655,cg24693478,208044656,f142630,208044655,1,*,208022242,208244384,222143,-,0,inside,0,ENSG00000076356,PLXNA2,4
611,2,951948,cg11691429,951949,f71953,951948,1,*,950849,1367613,416765,+,0,inside,0,ENSG00000172554,SNTG2,4
612,3,122577641,cg23442853,122577642,f135975,122577641,1,*,122577628,122639047,61420,+,0,inside,0,ENSG00000173200,PARP15,4
613,11,69640445,cg11190277,69640446,f69266,69640445,1,*,69641156,69654474,13319,+,710,upstream,710,ENSG00000110092,CCND1,4
614,16,88773436,cg04656424,88773437,f30377,88773436,1,*,88715338,88785220,69883,-,0,inside,0,ENSG00000103335,PIEZO1,4
615,20,31675096,cg15488794,31675097,f94007,31675096,1,*,31664452,31723989,59538,-,0,inside,0,ENSG00000171552,BCL2L1,4
616,11,134037843,cg03739476,134037844,f24637,134037843,1,*,134032216,134067936,35721,+,0,inside,0,ENSG00000204241,LINC02731,4
617,11,134037843,cg03739476,134037844,f24637,134037843,1,*,134035832,134037107,1276,-,735,upstream,735,ENSG00000254648,,4
618,17,15619562,cg07048519,15619563,f45092,15619562,1,*,15571491,15651653,80163,-,0,inside,0,ENSG00000251537,,4
619,17,15619562,cg07048519,15619563,f45092,15619562,1,*,15565483,15619704,54222,-,0,inside,0,ENSG00000241322,CDRT1,4
620,3,50341000,cg27569446,50341001,f158118,50341000,1,*,50341106,50345697,4592,+,105,upstream,105,ENSG00000235058,ZMYND10-AS1,4
621,3,50341000,cg27569446,50341001,f158118,50341000,1,*,50329782,50340980,11199,-,19,upstream,19,ENSG00000068028,RASSF1,4
622,1,16955324,cg12402555,16955325,f75943,16955324,1,*,16740273,16972964,232692,+,0,inside,0,ENSG00000058453,CROCC,4
623,11,62999697,cg15572436,62999698,f94415,62999697,1,*,62989154,63015841,26688,-,0,inside,0,ENSG00000149452,SLC22A8,4
624,14,64465025,cg23026048,64465026,f133666,64465025,1,*,64465499,64474503,9005,+,473,upstream,473,ENSG00000179841,AKAP5,4
625,14,64465025,cg23026048,64465026,f133666,64465025,1,*,64449106,64505213,56108,-,0,inside,0,ENSG00000089775,ZBTB25,4
626,2,42169162,cg19581424,42169163,f116146,42169162,1,*,42143238,42170301,27064,-,0,inside,0,ENSG00000224875,EML4-AS1,4
627,2,42169162,cg19581424,42169163,f116146,42169162,1,*,42169353,42332548,163196,+,190,upstream,190,ENSG00000143924,EML4,4
628,16,70346655,cg00607725,70346656,f4194,70346655,1,*,70299194,70372582,73389,+,0,inside,0,ENSG00000260537,,4
629,16,70346655,cg00607725,70346656,f4194,70346655,1,*,70315442,70346806,31365,-,0,inside,0,ENSG00000261777,DDX19A-DT,4
630,16,70346655,cg00607725,70346656,f4194,70346655,1,*,70346861,70373383,26523,+,205,upstream,205,ENSG00000168872,DDX19A,4
631,17,80886276,cg13549638,80886277,f82208,80886276,1,*,80544819,80966371,421553,+,0,inside,0,ENSG00000141564,RPTOR,4
632,12,12785463,cg10635645,12785464,f66249,12785463,1,*,12725917,12829975,104059,+,0,inside,0,ENSG00000178878,APOLD1,4
633,2,239352847,cg16259464,239352848,f98210,239352847,1,*,239351724,239351804,81,-,1042,upstream,1042,ENSG00000264292,MIR2467,4
634,2,239352847,cg16259464,239352848,f98210,239352847,1,*,239048168,239401654,353487,-,0,inside,0,ENSG00000068024,HDAC4,4
635,3,52836527,cg00002591,52836528,f19,52836527,1,*,52833121,52897562,64442,-,0,inside,0,ENSG00000248592,STIMATE-MUSTN1,4
636,3,52836527,cg00002591,52836528,f19,52836527,1,*,52813282,52835729,22448,-,797,upstream,797,ENSG00000243696,,4
637,3,52836527,cg00002591,52836528,f19,52836527,1,*,52836219,52897548,61330,-,0,inside,0,ENSG00000213533,STIMATE,4
638,1,46544433,cg14415160,46544434,f87995,46544433,1,*,46532166,46543969,11804,-,463,upstream,463,ENSG00000282881,TMEM275,4
639,1,46544433,cg14415160,46544434,f87995,46544433,1,*,46538611,46570255,31645,+,0,inside,0,ENSG00000269956,MKNK1-AS1,4
640,19,6467399,cg24007193,6467400,f138922,6467399,1,*,6467207,6482557,15351,-,0,inside,0,ENSG00000205744,DENND1C,4
641,8,87874073,cg23701865,87874074,f137377,87874073,1,*,87870747,87874015,3269,-,57,upstream,57,ENSG00000176566,DCAF4L2,4
642,19,4048429,cg19713565,4048430,f116878,4048429,1,*,4043303,4066899,23597,-,0,inside,0,ENSG00000178951,ZBTB7A,4
643,21,45134212,cg21217129,45134213,f124703,45134212,1,*,45073853,45226560,152708,+,0,inside,0,ENSG00000197381,ADARB1,4
644,4,113383193,cg07328688,113383194,f46880,113383193,1,*,112818032,113384221,566190,+,0,inside,0,ENSG00000145362,ANK2,4
645,8,141277165,cg00131261,141277166,f936,141277165,1,*,141207166,141308305,101140,-,0,inside,0,ENSG00000022567,SLC45A4,4
646,8,141277165,cg00131261,141277166,f936,141277165,1,*,141278228,141292862,14635,+,1062,upstream,1062,ENSG00000254197,,4
647,16,58039913,cg16628556,58039914,f100518,58039913,1,*,58025754,58046901,21148,+,0,inside,0,ENSG00000102996,MMP15,4
648,8,78663052,cg24733440,78663053,f142883,78663052,1,*,78626775,78665982,39208,-,0,inside,0,ENSG00000286675,,4
649,12,132805862,cg14312167,132805863,f87360,132805862,1,*,132768914,132829078,60165,-,0,inside,0,ENSG00000090615,GOLGA3,4
650,19,13874699,cg10822545,13874700,f67252,13874699,1,*,13874699,13874808,110,+,0,inside,0,ENSG00000207613,MIR181C,4
651,19,13874699,cg10822545,13874700,f67252,13874699,1,*,13874875,13875011,137,+,175,upstream,175,ENSG00000207585,MIR181D,4
652,19,13874699,cg10822545,13874700,f67252,13874699,1,*,13862063,13880757,18695,+,0,inside,0,ENSG00000187556,NANOS3,4
653,19,50517943,cg00008737,50517944,f69,50517943,1,*,50516892,50568435,51544,-,0,inside,0,ENSG00000131409,LRRC4B,4
654,2,112915181,cg19856420,112915182,f117751,112915181,1,*,112911165,112918882,7718,+,0,inside,0,ENSG00000125571,IL37,4
655,5,120616984,cg01192140,120616985,f8055,120616984,1,*,120464300,120687332,223033,+,0,inside,0,ENSG00000184838,PRR16,4
656,6,44275567,cg24652615,44275568,f142376,44275567,1,*,44273194,44378957,105764,+,0,inside,0,ENSG00000272442,,4
657,6,44275567,cg24652615,44275568,f142376,44275567,1,*,44270450,44307506,37057,+,0,inside,0,ENSG00000178233,TMEM151B,4
658,10,133459837,cg08495239,133459838,f53975,133459837,1,*,133453928,133523558,69631,+,0,inside,0,ENSG00000214279,SCART1,4
659,1,153767611,cg05367134,153767612,f34875,153767611,1,*,153728050,153774808,46759,+,0,inside,0,ENSG00000143624,INTS3,4
660,19,308808,cg23023126,308809,f133648,308808,1,*,305573,344815,39243,-,0,inside,0,ENSG00000105556,MIER2,4
661,5,88673512,cg11339341,88673513,f70116,88673512,1,*,88507546,88691057,183512,-,0,inside,0,ENSG00000245526,LINC00461,4
662,4,82430300,cg08002795,82430301,f50909,82430300,1,*,82430590,82461177,30588,+,289,upstream,289,ENSG00000145293,ENOPH1,4
663,4,82430300,cg08002795,82430301,f50909,82430300,1,*,82422565,82430462,7898,-,0,inside,0,ENSG00000152795,HNRNPDL,4
664,9,137459023,cg07772309,137459024,f49525,137459023,1,*,137447570,137459334,11765,-,0,inside,0,ENSG00000165802,NSMF,4
665,9,134357993,cg13687497,134357994,f83184,134357993,1,*,134317098,134440585,123488,+,0,inside,0,ENSG00000186350,RXRA,4
666,1,154155526,cg11718162,154155527,f72118,154155526,1,*,153992685,154155116,162432,-,409,upstream,409,ENSG00000143552,NUP210L,4
667,1,154155526,cg11718162,154155527,f72118,154155526,1,*,154155304,154194648,39345,-,0,inside,0,ENSG00000143549,TPM3,4
668,1,116534494,cg11574055,116534495,f71281,116534494,1,*,116532936,116534092,1157,-,401,upstream,401,ENSG00000177173,NAP1L4P1,4
669,1,116534494,cg11574055,116534495,f71281,116534494,1,*,116514534,116571039,56506,-,0,inside,0,ENSG00000116815,CD58,4
670,17,7408722,cg10369169,7408723,f64711,7408722,1,*,7404874,7419860,14987,+,0,inside,0,ENSG00000169992,NLGN2,4
671,13,112965303,cg22542803,112965304,f131161,112965303,1,*,112894378,113099742,205365,+,0,inside,0,ENSG00000126217,MCF2L,4
672,13,112965303,cg22542803,112965304,f131161,112965303,1,*,112964835,112966131,1297,-,0,inside,0,ENSG00000267868,,4
673,19,33132005,cg19468962,33132006,f115558,33132005,1,*,33132090,33175799,43710,+,84,upstream,84,ENSG00000166359,WDR88,4
674,1,206430094,cg00796611,206430095,f5384,206430094,1,*,206203346,206464436,261091,+,0,inside,0,ENSG00000266028,SRGAP2,4
675,17,2376068,cg09979989,2376069,f62481,2376068,1,*,2337498,2381058,43561,+,0,inside,0,ENSG00000141258,SGSM2,4
676,17,2376068,cg09979989,2376069,f62481,2376068,1,*,2375061,2379306,4246,-,0,inside,0,ENSG00000263345,,4
677,7,2375313,cg14340110,2375314,f87538,2375313,1,*,2354086,2380745,26660,+,0,inside,0,ENSG00000106263,EIF3B,4
678,14,93788005,cg06133145,93788006,f39453,93788005,1,*,93718298,93788485,70188,-,0,inside,0,ENSG00000175785,PRIMA1,4
679,17,19716592,cg24743310,19716593,f142937,19716592,1,*,19678288,19718979,40692,-,0,inside,0,ENSG00000180638,SLC47A2,4
680,12,117048359,cg15000222,117048360,f91489,117048359,1,*,117038923,117099479,60557,-,0,inside,0,ENSG00000088992,TESC,4
681,19,46788903,cg23391214,46788904,f135696,46788903,1,*,46774883,46788594,13712,-,308,upstream,308,ENSG00000105281,SLC1A5,4
682,19,46788903,cg23391214,46788904,f135696,46788903,1,*,46787815,46789043,1229,+,0,inside,0,ENSG00000275719,,4
683,5,16701472,cg18388240,16701473,f109962,16701472,1,*,16661907,16936288,274382,-,0,inside,0,ENSG00000145555,MYO10,4
684,4,7207794,cg10644206,7207795,f66293,7207794,1,*,7192538,7742836,550299,+,0,inside,0,ENSG00000184985,SORCS2,4
685,13,110706191,cg11785832,110706192,f72496,110706191,1,*,110641412,110713603,72192,-,0,inside,0,ENSG00000134905,CARS2,4
686,17,70074270,cg22143285,70074271,f129161,70074270,1,*,70017324,70128859,111536,-,0,inside,0,ENSG00000230258,,4
687,17,70074270,cg22143285,70074271,f129161,70074270,1,*,70053429,70135608,82180,+,0,inside,0,ENSG00000153822,KCNJ16,4
688,12,56634772,cg20829193,56634773,f122783,56634772,1,*,56595596,56636816,41221,-,0,inside,0,ENSG00000076108,BAZ2A,4
689,19,2555793,cg18554395,2555794,f110868,2555793,1,*,2511219,2702694,191476,-,0,inside,0,ENSG00000176533,GNG7,4
690,17,81667814,cg24393942,81667815,f140991,81667814,1,*,81665036,81666635,1600,-,1178,upstream,1178,ENSG00000204237,OXLD1,4
691,17,81667814,cg24393942,81667815,f140991,81667814,1,*,81666737,81673904,7168,+,0,inside,0,ENSG00000185298,CCDC137,4
692,9,127450356,cg05840553,127450357,f37650,127450356,1,*,127447674,127451406,3733,-,0,inside,0,ENSG00000197958,RPL12,4
693,9,127450356,cg05840553,127450357,f37650,127450356,1,*,127451489,127503499,52011,+,1132,upstream,1132,ENSG00000148356,LRSAM1,4
694,6,143540046,cg13363748,143540047,f80944,143540046,1,*,143536845,143831185,294341,+,0,inside,0,ENSG00000112419,PHACTR2,4
695,13,25096189,cg21341928,25096190,f125314,25096189,1,*,25096136,25099254,3119,+,0,inside,0,ENSG00000151846,PABPC3,4
696,17,8120652,cg12727360,8120653,f77740,8120652,1,*,8120592,8124106,3515,-,0,inside,0,ENSG00000179111,HES7,4
697,12,51083575,cg13069910,51083576,f79460,51083575,1,*,51061205,51083664,22460,-,0,inside,0,ENSG00000110925,CSRNP2,4
698,5,3598853,cg08746900,3598854,f55460,3598853,1,*,3596211,3600188,3978,-,0,inside,0,ENSG00000259603,,4
699,5,3598853,cg08746900,3598854,f55460,3598853,1,*,3595832,3601403,5572,+,0,inside,0,ENSG00000170549,IRX1,4
700,1,241357489,cg07944863,241357490,f50565,241357489,1,*,240775514,241357230,581717,-,258,upstream,258,ENSG00000182901,RGS7,4
701,1,241357489,cg07944863,241357490,f50565,241357489,1,*,241357343,241364054,6712,+,0,inside,0,ENSG00000286496,,4
702,11,126283064,cg09036154,126283065,f57085,126283064,1,*,126283065,126298845,15781,+,0,upstream,0,ENSG00000150455,TIRAP,4
703,19,17215623,cg01534506,17215624,f10269,17215623,1,*,17215346,17219829,4484,+,0,inside,0,ENSG00000053501,USE1,4
