,seqnames,start,Composite Element REF,End,c
7939,16,75483154,cg01174085,75483155,4
70088,17,82891413,cg11335119,82891414,4
91504,17,56593009,cg15002214,56593010,4
113629,7,55254394,cg19083626,55254395,4
136240,12,6845370,cg23494413,6845371,4
145012,13,91347154,cg25139619,91347155,4
136079,17,80346034,cg23464217,80346035,4
45313,4,69760611,cg07081725,69760612,4
72554,14,23545292,cg11792874,23545293,4
120943,14,101060735,cg20474788,101060736,4
135424,12,45292643,cg23336996,45292644,4
68694,14,35533975,cg11082362,35533976,4
61353,1,86468682,cg09785991,86468683,4
116542,15,22926022,cg19648954,22926023,4
2244,22,16602522,cg00332021,16602523,4
96197,11,65833794,cg15890274,65833795,4
108609,4,37887610,cg18139878,37887611,4
9101,1,50368631,cg01364968,50368632,4
47035,10,45427926,cg07355189,45427927,4
1389,3,193016552,cg00198594,193016553,4
47160,1,203796257,cg07376846,203796258,4
114484,10,79394425,cg19265913,79394426,4
139747,22,39664703,cg24149898,39664704,4
132807,11,62270187,cg22862656,62270188,4
97065,5,159331482,cg16045612,159331483,4
58440,17,1492780,cg09269848,1492781,4
137557,12,6556204,cg23737737,6556205,4
131475,20,20365782,cg22610655,20365783,4
46253,10,110533489,cg07226162,110533490,4
46750,16,82037828,cg07307142,82037829,4
15936,5,142613617,cg02406096,142613618,4
44494,14,60657763,cg06955040,60657764,4
106407,19,46603916,cg17744110,46603917,4
128306,1,207868776,cg21961336,207868777,4
47498,3,67647633,cg07438401,67647634,4
73615,19,2430341,cg11964578,2430342,4
134902,10,3636893,cg23247845,3636894,4
155818,19,14089716,cg27146808,14089717,4
1542,13,100089033,cg00224563,100089034,4
66754,3,10164729,cg10729325,10164730,4
6810,16,84763797,cg01007262,84763798,4
148973,6,127519471,cg25929533,127519472,4
77747,3,146251931,cg12727940,146251932,4
10067,22,38842571,cg01503706,38842572,4
48034,19,4566632,cg07531516,4566633,4
144535,10,119819127,cg25045785,119819128,4
33747,8,29071561,cg05196487,29071562,4
141870,20,46541855,cg24550212,46541856,4
56985,16,24737018,cg09018299,24737019,4
156507,16,86734511,cg27283514,86734512,4
133810,8,108787680,cg23051578,108787681,4
156558,3,128360793,cg27292264,128360794,4
87316,11,1406064,cg14306344,1406065,4
58927,10,110499547,cg09357462,110499548,4
35328,10,103449765,cg05440249,103449766,4
63806,6,98825731,cg10201167,98825732,4
107551,5,128537859,cg17958315,128537860,4
89909,2,9247343,cg14710529,9247344,4
126978,6,83709005,cg21688264,83709006,4
41995,5,15500605,cg06577205,15500606,4
83148,10,1507796,cg13681776,1507797,4
546,22,46624836,cg00077838,46624837,4
16728,7,76409891,cg02531794,76409892,4
40882,17,19745542,cg06390079,19745543,4
93161,17,41572376,cg15329876,41572377,4
15933,20,45813179,cg02405476,45813180,4
149323,8,53251521,cg25990647,53251522,4
57058,17,82667142,cg09029293,82667143,4
141590,19,18156078,cg24503449,18156079,4
42857,9,136236805,cg06712089,136236806,4
73451,17,28723337,cg11938646,28723338,4
12017,17,41624803,cg01809214,41624804,4
7102,16,66934365,cg01048244,66934366,4
140277,1,41727682,cg24254842,41727683,4
13822,10,89535653,cg02079377,89535654,4
114307,11,63986126,cg19233923,63986127,4
3850,9,137371123,cg00561803,137371124,4
17637,2,172465667,cg02670123,172465668,4
59961,15,60397471,cg09533293,60397472,4
4954,9,18437919,cg00731232,18437920,4
54533,16,11586756,cg08592157,11586757,4
194,1,200147608,cg00026457,200147609,4
150201,19,18173310,cg26152923,18173311,4
5546,1,6360673,cg00821310,6360674,4
78123,2,38077578,cg12802310,38077579,4
89435,9,32548606,cg14625753,32548607,4
125002,12,125140495,cg21269045,125140496,4
34959,1,171841770,cg05377226,171841771,4
147481,11,66267425,cg25618573,66267426,4
122906,8,8897762,cg20859646,8897763,4
52446,1,160366696,cg08247612,160366697,4
129938,17,7926721,cg22305346,7926722,4
18265,7,101814367,cg02759491,101814368,4
72088,5,159178906,cg11714341,159178907,4
47314,10,132547473,cg07402396,132547474,4
35273,11,124746312,cg05425213,124746313,4
32972,15,59408161,cg05061769,59408162,4
74653,2,262754,cg12147994,262755,4
140747,8,74824488,cg24349665,74824489,4
54692,4,143516882,cg08619385,143516883,4
139800,17,75405636,cg24158363,75405637,4
8360,8,143975304,cg01242619,143975305,4
101588,3,149377956,cg16810293,149377957,4
80831,15,69161023,cg13343238,69161024,4
22518,17,6996045,cg03407747,6996046,4
100002,11,59845647,cg16550010,59845648,4
119434,2,201698864,cg20169521,201698865,4
123332,19,2016403,cg20952434,2016404,4
115905,8,41725980,cg19537719,41725981,4
59079,7,769441,cg09386050,769442,4
39218,2,46320554,cg06093355,46320555,4
130838,1,91021602,cg22485372,91021603,4
34552,8,94156063,cg05323683,94156064,4
55874,2,162243615,cg08826839,162243616,4
110959,11,46352091,cg18568067,46352092,4
100046,11,2701171,cg16556677,2701172,4
16245,10,61452738,cg02461363,61452739,4
3238,15,25054025,cg00475883,25054026,4
45473,15,40662273,cg07106138,40662274,4
85414,10,26438140,cg14022711,26438141,4
64830,19,12069074,cg10386914,12069075,4
58810,19,19385295,cg09334331,19385296,4
150633,16,2968261,cg26229224,2968262,4
142485,3,126953142,cg24673769,126953143,4
72881,12,109996027,cg11843090,109996028,4
18377,6,109294216,cg02774282,109294217,4
51193,2,233461319,cg08051105,233461320,4
155241,14,30875797,cg27041049,30875798,4
87355,17,36638601,cg14311794,36638602,4
44589,16,49826991,cg06968354,49826992,4
76091,1,24848802,cg12426802,24848803,4
140032,15,41894981,cg24203709,41894982,4
131126,20,10218011,cg22537474,10218012,4
38557,21,46324198,cg05977990,46324199,4
84400,4,3122440,cg13877631,3122441,4
32550,5,52989730,cg04996689,52989731,4
153659,11,12889382,cg26770464,12889383,4
46051,1,229558857,cg07195660,229558858,4
64384,3,128489713,cg10310237,128489714,4
47697,16,89507154,cg07474682,89507155,4
56390,9,34577974,cg08906194,34577975,4
84528,2,158457364,cg13896783,158457365,4
134930,1,9690003,cg23251761,9690004,4
66661,4,119068797,cg10713589,119068798,4
40992,13,114001746,cg06409741,114001747,4
39,6,127118061,cg00005040,127118062,4
142630,1,208044655,cg24693478,208044656,4
1291,10,23174086,cg00181834,23174087,4
71953,2,951948,cg11691429,951949,4
57232,1,84754559,cg09062462,84754560,4
135975,3,122577641,cg23442853,122577642,4
69266,11,69640445,cg11190277,69640446,4
3182,16,89248696,cg00469395,89248697,4
30377,16,88773436,cg04656424,88773437,4
94007,20,31675096,cg15488794,31675097,4
24637,11,134037843,cg03739476,134037844,4
45092,17,15619562,cg07048519,15619563,4
158118,3,50341000,cg27569446,50341001,4
75943,1,16955324,cg12402555,16955325,4
94415,11,62999697,cg15572436,62999698,4
133666,14,64465025,cg23026048,64465026,4
150592,13,28755016,cg26224173,28755017,4
116146,2,42169162,cg19581424,42169163,4
4194,16,70346655,cg00607725,70346656,4
82208,17,80886276,cg13549638,80886277,4
66249,12,12785463,cg10635645,12785464,4
98210,2,239352847,cg16259464,239352848,4
60949,4,173073903,cg09703136,173073904,4
19,3,52836527,cg00002591,52836528,4
87995,1,46544433,cg14415160,46544434,4
138922,19,6467399,cg24007193,6467400,4
137377,8,87874073,cg23701865,87874074,4
116878,19,4048429,cg19713565,4048430,4
124703,21,45134212,cg21217129,45134213,4
134474,15,59998467,cg23169512,59998468,4
39216,1,212488675,cg06093152,212488676,4
46880,4,113383193,cg07328688,113383194,4
115585,14,101928036,cg19474725,101928037,4
60273,11,7077149,cg09584051,7077150,4
83067,5,3346696,cg13671900,3346697,4
936,8,141277165,cg00131261,141277166,4
100518,16,58039913,cg16628556,58039914,4
142883,8,78663052,cg24733440,78663053,4
87360,12,132805862,cg14312167,132805863,4
67252,19,13874699,cg10822545,13874700,4
69,19,50517943,cg00008737,50517944,4
117751,2,112915181,cg19856420,112915182,4
8055,5,120616984,cg01192140,120616985,4
46905,16,86516801,cg07333274,86516802,4
142376,6,44275567,cg24652615,44275568,4
141043,19,979382,cg24402332,979383,4
53975,10,133459837,cg08495239,133459838,4
34875,1,153767611,cg05367134,153767612,4
133648,19,308808,cg23023126,308809,4
70116,5,88673512,cg11339341,88673513,4
50909,4,82430300,cg08002795,82430301,4
49525,9,137459023,cg07772309,137459024,4
83184,9,134357993,cg13687497,134357994,4
72118,1,154155526,cg11718162,154155527,4
71281,1,116534494,cg11574055,116534495,4
64711,17,7408722,cg10369169,7408723,4
131161,13,112965303,cg22542803,112965304,4
115558,19,33132005,cg19468962,33132006,4
5384,1,206430094,cg00796611,206430095,4
62481,17,2376068,cg09979989,2376069,4
87538,7,2375313,cg14340110,2375314,4
65777,2,205660957,cg10552473,205660958,4
39453,14,93788005,cg06133145,93788006,4
142937,17,19716592,cg24743310,19716593,4
91489,12,117048359,cg15000222,117048360,4
135696,19,46788903,cg23391214,46788904,4
122069,3,184601778,cg20693607,184601779,4
109962,5,16701472,cg18388240,16701473,4
66293,4,7207794,cg10644206,7207795,4
72496,13,110706191,cg11785832,110706192,4
129161,17,70074270,cg22143285,70074271,4
122783,12,56634772,cg20829193,56634773,4
110868,19,2555793,cg18554395,2555794,4
140991,17,81667814,cg24393942,81667815,4
37650,9,127450356,cg05840553,127450357,4
80944,6,143540046,cg13363748,143540047,4
125314,13,25096189,cg21341928,25096190,4
77740,17,8120652,cg12727360,8120653,4
79460,12,51083575,cg13069910,51083576,4
55460,5,3598853,cg08746900,3598854,4
50565,1,241357489,cg07944863,241357490,4
57085,11,126283064,cg09036154,126283065,4
10269,19,17215623,cg01534506,17215624,4
42041,3,170322769,cg06586265,170322770,4
128371,19,55283110,cg21974750,55283111,4
69227,13,100124612,cg11183144,100124613,4
46377,7,1101705,cg07242429,1101706,4
47425,16,69417644,cg07425824,69417645,4
145628,15,85741238,cg25266621,85741239,4
20789,7,4111121,cg03141780,4111122,4
65783,7,52276849,cg10554439,52276850,4
80058,17,75915035,cg13194822,75915036,4
51522,14,23154519,cg08104568,23154520,4
145241,1,67833810,cg25189904,67833811,4
21252,11,77474625,cg03213860,77474626,4
24078,1,51879620,cg03649284,51879621,4
25313,3,61918906,cg03856153,61918907,4
75460,1,32742314,cg12301823,32742315,4
1699,17,81282344,cg00248875,81282345,4
66691,8,144316230,cg10718130,144316231,4
42087,18,64002973,cg06595072,64002974,4
11317,16,83969122,cg01702744,83969123,4
21455,20,2536585,cg03243506,2536586,4
73613,5,180179623,cg11964461,180179624,4
48188,1,29123001,cg07556059,29123002,4
100376,19,10096515,cg16605127,10096516,4
117020,19,3676584,cg19736470,3676585,4
50948,1,154558206,cg08008562,154558207,4
98381,7,28177232,cg16286055,28177233,4
105618,3,11225839,cg17571559,11225840,4
84470,15,59276513,cg13887966,59276514,4
69387,18,58256663,cg11211204,58256664,4
137922,3,50102677,cg23830169,50102678,4
60195,17,68054530,cg09570855,68054531,4
5053,14,93789015,cg00745231,93789016,4
116620,14,105153174,cg19664185,105153175,4
141869,1,54781281,cg24550149,54781282,4
13593,16,2178349,cg02049404,2178350,4
61368,1,3417537,cg09788762,3417538,4
27987,19,3959671,cg04284660,3959672,4
1339,4,1002997,cg00187933,1002998,4
9096,12,117045148,cg01363734,117045149,4
30660,12,45926327,cg04700215,45926328,4
57299,5,169300758,cg09073398,169300759,4
81429,22,49724875,cg13435651,49724876,4
76154,2,235671136,cg12436738,235671137,4
88800,4,25095936,cg14533992,25095937,4
41751,20,36819942,cg06534752,36819943,4
111691,1,154760384,cg18713316,154760385,4
82553,9,121651249,cg13595518,121651250,4
143639,17,81642069,cg24874389,81642070,4
110050,19,18650754,cg18404706,18650755,4
95654,2,117837046,cg15796911,117837047,4
152900,17,80829325,cg26633077,80829326,4
63385,12,53371403,cg10133578,53371404,4
59480,3,149216054,cg09457255,149216055,4
48079,11,122856732,cg07537821,122856733,4
40485,2,217905485,cg06320380,217905486,4
88574,9,61669632,cg14504522,61669633,4
89736,13,110665675,cg14677983,110665676,4
151724,12,95956942,cg26410635,95956943,4
65517,11,118176488,cg10513118,118176489,4
23743,17,30364003,cg03598112,30364004,4
67424,4,147683640,cg10851071,147683641,4
2719,20,3173620,cg00399791,3173621,4
60428,3,57165505,cg09614565,57165506,4
55858,11,35030841,cg08824847,35030842,4
130575,12,6548652,cg22434506,6548653,4
133569,2,120466164,cg23006519,120466165,4
60747,13,75481891,cg09670790,75481892,4
106900,10,29849659,cg17837069,29849660,4
54283,16,6019046,cg08545287,6019047,4
133757,2,25279171,cg23042148,25279172,4
134692,5,1284773,cg23211257,1284774,4
127689,17,7854886,cg21845633,7854887,4
154186,5,151924861,cg26851782,151924862,4
32171,11,64007941,cg04935121,64007942,4
158077,4,99511109,cg27563778,99511110,4
124620,2,51026994,cg21203781,51026995,4
26405,8,27465950,cg04035728,27465951,4
36333,7,135749012,cg05618401,135749013,4
45153,18,54958134,cg07058998,54958135,4
65946,3,14473149,cg10586672,14473150,4
96893,14,51328214,cg16015593,51328215,4
23782,19,3573545,cg03603642,3573546,4
78537,6,25042269,cg12883629,25042270,4
90795,13,112842086,cg14870136,112842087,4
52448,16,48388517,cg08247776,48388518,4
29572,6,169423958,cg04528808,169423959,4
125246,4,113436445,cg21323720,113436446,4
103709,22,50530087,cg17215449,50530088,4
156259,10,84139419,cg27231782,84139420,4
25731,17,81057576,cg03926640,81057577,4
98452,11,71548535,cg16299665,71548536,4
74107,2,145012471,cg12058875,145012472,4
89987,5,162067783,cg14724933,162067784,4
131871,12,29562285,cg22690558,29562286,4
104348,2,31137062,cg17333242,31137063,4
8712,19,1230989,cg01297744,1230990,4
91408,12,114667415,cg14987787,114667416,4
60544,11,69643876,cg09637363,69643877,4
98854,3,147427193,cg16364155,147427194,4
37164,11,126115149,cg05754179,126115150,4
118966,2,127645711,cg20074593,127645712,4
25231,4,4107714,cg03844506,4107715,4
21159,13,112620168,cg03198010,112620169,4
80737,20,20368524,cg13326227,20368525,4
155770,19,35501889,cg27139805,35501890,4
8503,13,51478809,cg01265068,51478810,4
46857,15,101320832,cg07324702,101320833,4
15753,5,212818,cg02378861,212819,4
137086,2,240966493,cg23656612,240966494,4
45218,10,133087775,cg07068327,133087776,4
87042,17,50560088,cg14261472,50560089,4
1309,8,125430192,cg00184235,125430193,4
157274,3,195889423,cg27418204,195889424,4
85900,9,34255151,cg14096074,34255152,4
153199,2,38115305,cg26682499,38115306,4
145991,3,24495818,cg25336332,24495819,4
3902,10,114174341,cg00568128,114174342,4
128344,6,99353324,cg21969116,99353325,4
98072,10,9408245,cg16236688,9408246,4
90604,14,24274185,cg14836555,24274186,4
42461,15,65792586,cg06650067,65792587,4
3984,16,11180139,cg00579794,11180140,4
62306,17,82318004,cg09944616,82318005,4
59094,8,55101240,cg09388605,55101241,4
30931,17,9003065,cg04743961,9003066,4
133153,2,104868050,cg22928386,104868051,4
50035,17,81403865,cg07855465,81403866,4
127184,11,66982194,cg21735491,66982195,4
41029,4,185210131,cg06416883,185210132,4
84005,10,8053537,cg13814485,8053538,4
77127,6,2917060,cg12608475,2917061,4
143806,17,79986005,cg24904739,79986006,4
144158,12,120690465,cg24975581,120690466,4
151993,3,50323236,cg26460678,50323237,4
38155,14,101781916,cg05920961,101781917,4
42053,19,10681021,cg06588457,10681022,4
93801,8,105319767,cg15449956,105319768,4
128531,6,62286225,cg22014661,62286226,4
119983,1,2052335,cg20285026,2052336,4
55687,2,70888864,cg08793877,70888865,4
60505,21,43658196,cg09629169,43658197,4
29976,17,36943575,cg04588165,36943576,4
108352,14,100223276,cg18101488,100223277,4
85584,9,89178450,cg14048780,89178451,4
48413,7,153749641,cg07587893,153749642,4
145896,11,44520355,cg25317631,44520356,4
10412,3,59818709,cg01556706,59818710,4
92547,19,18777989,cg15190383,18777990,4
4792,2,241268505,cg00704780,241268506,4
46965,11,95089680,cg07343527,95089681,4
8916,5,132270700,cg01329434,132270701,4
135944,3,49029718,cg23437162,49029719,4
134461,17,29591840,cg23167225,29591841,4
35106,10,121609167,cg05399434,121609168,4
124364,20,63006797,cg21161253,63006798,4
52482,14,24081717,cg08252855,24081718,4
151041,17,74935697,cg26296337,74935698,4
114394,4,48483284,cg19247841,48483285,4
96636,1,217528456,cg15975676,217528457,4
56874,19,52008525,cg08998501,52008526,4
43052,2,27735554,cg06744545,27735555,4
80484,2,120384988,cg13278052,120384989,4
113649,17,43125196,cg19088651,43125197,4
117718,11,1008337,cg19851113,1008338,4
52104,4,87031021,cg08197287,87031022,4
90367,1,16375981,cg14791193,16375982,4
86970,20,63775075,cg14251267,63775076,4
157658,19,6008116,cg27486812,6008117,4
66722,14,37595996,cg10724086,37595997,4
13890,17,7675729,cg02087342,7675730,4
369,5,181052829,cg00050152,181052830,4
106169,7,22500323,cg17689925,22500324,4
2277,10,114178970,cg00337703,114178971,4
138158,19,48320156,cg23877608,48320157,4
66087,8,81051144,cg10609868,81051145,4
97441,1,11147650,cg16118379,11147651,4
119035,19,45012267,cg20089365,45012268,4
83494,17,58192837,cg13734043,58192838,4
72090,19,19626635,cg11715095,19626636,4
14910,17,80906231,cg02257048,80906232,4
39527,11,1222717,cg06149981,1222718,4
28706,10,132781797,cg04391569,132781798,4
100360,19,1218483,cg16601904,1218484,4
89689,13,110650897,cg14667848,110650898,4
137640,19,11554325,cg23760945,11554326,4
71836,20,58851267,cg11669839,58851268,4
27933,17,59841139,cg04276626,59841140,4
132407,12,114684352,cg22797735,114684353,4
87757,1,201740007,cg14377596,201740008,4
87985,1,247418764,cg14413862,247418765,4
8132,17,7294681,cg01204271,7294682,4
71665,7,1989550,cg11643461,1989551,4
94609,12,57236639,cg15607664,57236640,4
89028,15,51751754,cg14563868,51751755,4
30589,19,511113,cg04687437,511114,4
135163,17,18858139,cg23290834,18858140,4
263,2,176128289,cg00035316,176128290,4
126320,3,50340994,cg21554552,50340995,4
19667,16,65071613,cg02966475,65071614,4
113167,3,146143122,cg18986651,146143123,4
75816,10,123151296,cg12380339,123151297,4
87793,11,2795951,cg14384214,2795952,4
100094,1,28910557,cg16563454,28910558,4
65931,19,14085407,cg10584766,14085408,4
7549,17,44363571,cg01113040,44363572,4
90970,19,15398689,cg14904697,15398690,4
156845,16,19502957,cg27333283,19502958,4
92652,17,305254,cg15212418,305255,4
1040,7,67286240,cg00148867,67286241,4
35144,16,56616935,cg05404792,56616936,4
5457,1,47710609,cg00807959,47710610,4
101297,7,97002590,cg16758800,97002591,4
5634,15,85413691,cg00834924,85413692,4
7253,2,207124113,cg01070657,207124114,4
58942,10,788563,cg09361094,788564,4
60268,16,67648102,cg09583024,67648103,4
78141,8,143246848,cg12805580,143246849,4
156913,19,35768242,cg27345346,35768243,4
108967,10,133288471,cg18200800,133288472,4
101358,7,128164948,cg16769489,128164949,4
20518,16,67174825,cg03095800,67174826,4
145030,13,112843636,cg25142327,112843637,4
134436,5,40755568,cg23164327,40755569,4
8974,17,40093233,cg01341751,40093234,4
79725,15,81323969,cg13131908,81323970,4
120754,11,71577468,cg20440595,71577469,4
51664,19,4672878,cg08124839,4672879,4
91169,20,3795677,cg14945578,3795678,4
139526,7,73671351,cg24114936,73671352,4
157085,7,12756888,cg27380915,12756889,4
699,12,109131311,cg00095930,109131312,4
153483,7,56483947,cg26733975,56483948,4
40482,16,86740991,cg06319919,86740992,4
96265,1,3471349,cg15902830,3471350,4
110430,5,3188058,cg18472159,3188059,4
117939,3,48415307,cg19887462,48415308,4
96939,3,25156219,cg16021217,25156220,4
3239,6,37481000,cg00475973,37481001,4
125556,1,201000545,cg21406113,201000546,4
117214,7,3174767,cg19766178,3174768,4
2460,7,37924708,cg00364758,37924709,4
92106,12,12356771,cg15110296,12356772,4
136769,18,78393779,cg23600438,78393780,4
34001,16,50547812,cg05238767,50547813,4
108435,6,167324854,cg18114913,167324855,4
46752,16,69566630,cg07307803,69566631,4
112612,1,218383753,cg18876728,218383754,4
50327,19,11155658,cg07905049,11155659,4
74825,3,11136966,cg12179658,11136967,4
82263,1,96473974,cg13557213,96473975,4
144394,1,205813111,cg25022560,205813112,4
77818,17,1493785,cg12741184,1493786,4
45979,1,201154432,cg07180509,201154433,4
111206,19,31353276,cg18614381,31353277,4
131695,5,50666673,cg22658129,50666674,4
45338,17,67717766,cg07086719,67717767,4
31843,16,62036461,cg04882273,62036462,4
157339,11,65225810,cg27428304,65225811,4
67316,15,25051481,cg10832166,25051482,4
64115,16,85556739,cg10255879,85556740,4
78449,2,176142219,cg12867037,176142220,4
65983,3,130344662,cg10592710,130344663,4
144556,7,44325704,cg25052320,44325705,4
99261,17,42040094,cg16426293,42040095,4
44783,2,85054005,cg07002540,85054006,4
25898,17,81463920,cg03954280,81463921,4
60769,6,33607942,cg09673807,33607943,4
69891,19,54449675,cg11298989,54449676,4
51414,11,430123,cg08088566,430124,4
144192,21,41820203,cg24982179,41820204,4
45984,17,59841321,cg07181702,59841322,4
23971,17,63930581,cg03631294,63930582,4
42088,16,3949187,cg06595211,3949188,4
55053,17,57473252,cg08677210,57473253,4
158376,4,173370202,cg27619136,173370203,4
144635,10,123967081,cg25071602,123967082,4
144227,2,180291702,cg24990255,180291703,4
71292,19,10354035,cg11575644,10354036,4
147655,17,44247024,cg25653802,44247025,4
110491,11,71435410,cg18482822,71435411,4
52311,17,4366678,cg08229907,4366679,4
143829,11,47254918,cg24909660,47254919,4
7092,11,134393385,cg01047028,134393386,4
4923,12,114667485,cg00723994,114667486,4
96669,2,199469835,cg15981734,199469836,4
65925,19,52536490,cg10583893,52536491,4
30382,15,34514849,cg04657205,34514850,4
155224,17,81279985,cg27038367,81279986,4
80508,17,75364171,cg13282068,75364172,4
27600,14,102438269,cg04227633,102438270,4
25391,7,26864353,cg03870497,26864354,4
116389,1,247112794,cg19623519,247112795,4
39561,16,31508210,cg06156849,31508211,4
11824,8,8891768,cg01784220,8891769,4
135766,18,50282705,cg23403256,50282706,4
42072,18,32773320,cg06591973,32773321,4
1506,22,42869573,cg00218945,42869574,4
73,1,50416410,cg00009292,50416411,4
39681,1,2402112,cg06178308,2402113,4
29434,3,184320529,cg04509882,184320530,4
113850,3,53805224,cg19128261,53805225,4
16074,17,30921586,cg02434059,30921587,4
95626,11,563990,cg15789106,563991,4
40604,2,42568053,cg06342490,42568054,4
93275,2,187825254,cg15351895,187825255,4
26670,1,37957675,cg04080261,37957676,4
158589,19,12969365,cg27657603,12969366,4
140266,4,20882698,cg24252656,20882699,4
48498,5,149348637,cg07598021,149348638,4
106147,4,4872821,cg17684202,4872822,4
22964,4,151095985,cg03479572,151095986,4
131670,19,14247774,cg22651968,14247775,4
137918,12,46403170,cg23829395,46403171,4
33775,5,45696104,cg05201970,45696105,4
121117,14,31457277,cg20513833,31457278,4
138021,17,43006679,cg23847415,43006680,4
119882,11,78076802,cg20267732,78076803,4
109458,16,88387416,cg18293633,88387417,4
34946,12,54300889,cg05376156,54300890,4
900,4,110612361,cg00126148,110612362,4
94550,1,24848572,cg15598442,24848573,4
9346,6,133242204,cg01401376,133242205,4
132893,1,43566085,cg22875872,43566086,4
148151,19,13805003,cg25751484,13805004,4
144485,10,130233164,cg25034991,130233165,4
125346,6,161186455,cg21351392,161186456,4
54930,1,59819023,cg08653112,59819024,4
32524,1,225991263,cg04993082,225991264,4
141567,7,47540649,cg24499411,47540650,4
97469,7,743054,cg16122819,743055,4
67805,10,6144831,cg10923346,6144832,4
77226,11,18324854,cg12623107,18324855,4
50709,1,17419790,cg07965774,17419791,4
54414,12,132908712,cg08572734,132908713,4
91961,19,48746995,cg15085603,48746996,4
576,1,6330733,cg00081799,6330734,4
151441,1,145823837,cg26362576,145823838,4
51837,7,57180041,cg08151514,57180042,4
64491,2,238128857,cg10329022,238128858,4
124756,18,3262014,cg21226485,3262015,4
2742,6,46922005,cg00402074,46922006,4
151345,22,37569035,cg26347632,37569036,4
130868,5,16866955,cg22490780,16866956,4
110968,17,42019952,cg18569335,42019953,4
17859,11,12809916,cg02703598,12809917,4
78374,14,70773166,cg12850822,70773167,4
87745,10,93065910,cg14375937,93065911,4
151305,3,130111481,cg26340994,130111482,4
22317,17,29166449,cg03378797,29166450,4
2271,22,20859611,cg00335892,20859612,4
54279,19,35155247,cg08543966,35155248,4
80733,4,186948719,cg13325228,186948720,4
139382,5,151815872,cg24085232,151815873,4
64057,16,46689176,cg10244268,46689177,4
7641,5,159987190,cg01130771,159987191,4
143844,9,128160538,cg24912419,128160539,4
15011,10,3755279,cg02272851,3755280,4
10347,7,135748967,cg01548463,135748968,4
78436,15,84657920,cg12863693,84657921,4
133883,3,94936654,cg23060810,94936655,4
120502,1,16352089,cg20387712,16352090,4
120136,15,74133932,cg20314548,74133933,4
87484,19,47048635,cg14331148,47048636,4
124835,8,1691743,cg21237749,1691744,4
152304,1,110963889,cg26522319,110963890,4
23187,16,1550303,cg03515656,1550304,4
125249,3,64815654,cg21324884,64815655,4
107561,6,10382931,cg17959970,10382932,4
70512,12,114691996,cg11412853,114691997,4
108511,17,40350098,cg18125573,40350099,4
45006,11,112074166,cg07034173,112074167,4
71583,6,45549288,cg11630605,45549289,4
98245,12,53677410,cg16264705,53677411,4
5187,8,140098014,cg00766368,140098015,4
139063,12,112422887,cg24032304,112422888,4
71379,2,26758438,cg11592230,26758439,4
113088,7,90403221,cg18967846,90403222,4
156058,3,15181190,cg27191600,15181191,4
125195,3,112642105,cg21307628,112642106,4
117419,11,622175,cg19800336,622176,4
61456,20,25585243,cg09804398,25585244,4
97610,14,92513689,cg16150677,92513690,4
73751,17,2700445,cg11990813,2700446,4
106009,22,20267409,cg17654470,20267410,4
39158,16,30947994,cg06084952,30947995,4
66113,20,31995035,cg10615150,31995036,4
7088,17,7839653,cg01046511,7839654,4
124643,9,8713788,cg21207699,8713789,4
148482,2,10170129,cg25819429,10170130,4
547,8,130402228,cg00077877,130402229,4
135452,14,104717839,cg23343291,104717840,4
31014,3,56468584,cg04759439,56468585,4
59007,19,17240491,cg09371559,17240492,4
109050,1,202013244,cg18218190,202013245,4
47000,15,85555380,cg07350262,85555381,4
125905,19,10353155,cg21480173,10353156,4
61841,14,100726262,cg09865386,100726263,4
443,12,67535020,cg00060649,67535021,4
128185,17,43543543,cg21940313,43543544,4
129603,2,133266694,cg22232500,133266695,4
103544,3,53821902,cg17184165,53821903,4
64992,17,50468960,cg10421979,50468961,4
27679,17,65538507,cg04239967,65538508,4
17499,2,72115425,cg02646779,72115426,4
24290,18,68837152,cg03686067,68837153,4
8314,13,112844136,cg01233786,112844137,4
13069,5,149063131,cg01965939,149063132,4
81711,1,205531548,cg13474414,205531549,4
127570,14,76978029,cg21820394,76978030,4
101401,17,42288004,cg16777510,42288005,4
23836,11,128522488,cg03610000,128522489,4
70097,17,64263145,cg11336428,64263146,4
11793,17,76379664,cg01779934,76379665,4
31786,14,67363837,cg04875212,67363838,4
155893,14,101917740,cg27161702,101917741,4
38706,17,34285665,cg05999628,34285666,4
154447,11,1870912,cg26897904,1870913,4
76970,7,76066470,cg12583325,76066471,4
12279,10,80408287,cg01851208,80408288,4
117452,19,48325155,cg19805953,48325156,4
74268,2,153871955,cg12079322,153871956,4
111548,17,29929573,cg18685956,29929574,4
43930,13,112809890,cg06869114,112809891,4
158396,2,111118431,cg27624162,111118432,4
84665,3,119559749,cg13913728,119559750,4
24666,2,127428371,cg03744893,127428372,4
130513,6,152982274,cg22417733,152982275,4
26531,11,77040325,cg04058752,77040326,4
143090,18,57440523,cg24771804,57440524,4
134462,17,38824895,cg23167307,38824896,4
82396,19,15911662,cg13575011,15911663,4
125924,13,22925730,cg21483636,22925731,4
100415,1,150557366,cg16612995,150557367,4
1257,10,18145139,cg00177243,18145140,4
91631,2,74584303,cg15025240,74584304,4
107475,2,153478670,cg17942639,153478671,4
22436,1,235984421,cg03396152,235984422,4
133797,1,8352637,cg23049737,8352638,4
127715,17,75750105,cg21850852,75750106,4
